optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model
BO,test_dataset,binary,logloss,1,120.0,1.59289896885554,15547,60,2,7773,7774,60,0.44827033074781825,0.455238,test.csv,"LogisticRegression(C=0.03403490392134966, max_iter=5000)"
BO,test_dataset,binary,logloss,2,120.0,1.5298771778742473,15547,60,2,7773,7774,60,0.44949304769981185,0.455163,test.csv,"LogisticRegression(C=0.029488516113364917, max_iter=5000)"
BO,test_dataset,binary,logloss,3,120.0,1.5123539805412292,15547,60,2,7773,7774,60,0.44924815282177644,0.455132,test.csv,"LogisticRegression(C=0.027797437917316488, max_iter=5000)"
BO,test_dataset,binary,logloss,4,120.0,1.5420579115549724,15547,60,2,7773,7774,60,0.4484263973337816,0.455161,test.csv,"LogisticRegression(C=0.029415660262414142, max_iter=5000)"
BO,compas-two-years,binary,logloss,0,120.0,1.4927737871805826,5278,19,2,2639,2639,19,0.6177786781335,0.608352,compas.csv,"LogisticRegression(C=0.09162855729453556, max_iter=5000)"
BO,compas-two-years,binary,logloss,1,120.0,1.4872480233510335,5278,19,2,2639,2639,19,0.6161000098950539,0.608286,compas.csv,"LogisticRegression(C=0.11223857541448748, max_iter=5000)"
BO,compas-two-years,binary,logloss,2,120.0,1.4946484049161275,5278,19,2,2639,2639,19,0.6165276958724535,0.608469,compas.csv,"LogisticRegression(C=0.06984787021534271, max_iter=5000)"
BO,compas-two-years,binary,logloss,3,120.0,1.508135716120402,5278,19,2,2639,2639,19,0.6177897214985076,0.608629,compas.csv,"LogisticRegression(C=0.05326676661258221, max_iter=5000)"
BO,compas-two-years,binary,logloss,4,120.0,1.5859592755635579,5278,19,2,2639,2639,19,0.6167461972270444,0.608412,compas.csv,"LogisticRegression(C=0.07892254507431316, max_iter=5000)"
BO,Long,binary,logloss,0,120.0,1.4660081386566162,4477,19,2,2238,2239,19,0.011076363630842734,0.008032,Long.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)"
BO,Long,binary,logloss,1,120.0,1.6347634037335714,4477,19,2,2238,2239,19,0.010557370549291508,0.008032,Long.csv,"LogisticRegression(C=999.9999999999969, max_iter=5000)"
BO,Long,binary,logloss,2,120.0,1.7039880871772766,4477,19,2,2238,2239,19,0.011082610578339574,0.008032,Long.csv,"LogisticRegression(C=1000.0, max_iter=5000)"
BO,Long,binary,logloss,3,120.0,1.5884532610575357,4477,19,2,2238,2239,19,0.01039873979059594,0.008032,Long.csv,"LogisticRegression(C=1000.0, max_iter=5000)"
BO,Long,binary,logloss,4,120.0,1.560367194811503,4477,19,2,2238,2239,19,0.010218156192028146,0.008032,Long.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)"
BO,law-school-admission-bianry,binary,logloss,0,120.0,2.017174764474233,20800,19,2,10400,10400,19,6.497790316117981e-05,5.5e-05,law.csv,"LogisticRegression(C=999.999999999998, max_iter=5000)"
BO,law-school-admission-bianry,binary,logloss,1,120.0,2.005956848462423,20800,19,2,10400,10400,19,6.489692747247366e-05,5.5e-05,law.csv,"LogisticRegression(C=999.9907328815149, max_iter=5000)"
BO,law-school-admission-bianry,binary,logloss,2,120.0,2.0410630265871683,20800,19,2,10400,10400,19,6.47074208204191e-05,5.5e-05,law.csv,"LogisticRegression(C=999.7052777270651, max_iter=5000)"
BO,law-school-admission-bianry,binary,logloss,3,120.0,2.0926103949546815,20800,19,2,10400,10400,19,6.484631677580744e-05,5.5e-05,law.csv,"LogisticRegression(C=999.8135626056948, max_iter=5000)"
BO,law-school-admission-bianry,binary,logloss,4,120.0,2.0363125006357827,20800,19,2,10400,10400,19,6.48520463351306e-05,5.5e-05,law.csv,"LogisticRegression(C=999.7487073214361, max_iter=5000)"
BO,national-longitudinal-survey-binary,binary,logloss,0,120.0,3.660727532704671,4908,80,2,2454,2454,80,0.023214791740811553,0.018436,national.csv,"LogisticRegression(C=272.58076802913274, max_iter=5000)"
BO,national-longitudinal-survey-binary,binary,logloss,1,120.0,3.6541502992312114,4908,80,2,2454,2454,80,0.01993191241400644,0.018115,national.csv,"LogisticRegression(C=338.3340686669673, max_iter=5000)"
BO,national-longitudinal-survey-binary,binary,logloss,2,120.0,3.0254103859265644,4908,80,2,2454,2454,80,0.028502132433146143,0.020206,national.csv,"LogisticRegression(C=128.1549140311927, max_iter=5000)"
BO,national-longitudinal-survey-binary,binary,logloss,3,120.0,3.5273274381955466,4908,80,2,2454,2454,80,0.025087741423595943,0.018389,national.csv,"LogisticRegression(C=282.1556016557126, max_iter=5000)"
BO,national-longitudinal-survey-binary,binary,logloss,4,120.0,3.2214671929677325,4908,80,2,2454,2454,80,0.02295180078501214,0.019228,national.csv,"LogisticRegression(C=184.11537870213084, max_iter=5000)"
BO,credit,binary,logloss,0,120.0,1.8517251054445902,16714,10,2,8357,8357,10,0.5673632652697048,0.567551,credit.csv,"LogisticRegression(C=918.9181641743652, max_iter=5000)"
BO,credit,binary,logloss,1,120.0,1.6953150868415832,16714,10,2,8357,8357,10,0.5674936972022222,0.567551,credit.csv,"LogisticRegression(C=998.9810760759892, max_iter=5000)"
BO,credit,binary,logloss,2,120.0,1.7856023828188579,16714,10,2,8357,8357,10,0.5681727807940933,0.567551,credit.csv,"LogisticRegression(C=1000.0, max_iter=5000)"
BO,credit,binary,logloss,3,120.0,1.7946991324424744,16714,10,2,8357,8357,10,0.5679043493259953,0.567551,credit.csv,"LogisticRegression(C=1000.0, max_iter=5000)"
BO,credit,binary,logloss,4,120.0,1.8029823899269104,16714,10,2,8357,8357,10,0.5687131525985434,0.567551,credit.csv,"LogisticRegression(C=1000.0, max_iter=5000)"
BO,VulNoneVul,binary,logloss,0,120.0,1.5583353718121846,5692,16,2,2846,2846,16,0.04225414679216363,0.049028,VulNoneVul.csv,"LogisticRegression(C=0.008786846913394058, max_iter=5000)"
BO,VulNoneVul,binary,logloss,1,120.0,1.547298800945282,5692,16,2,2846,2846,16,0.04280008997501679,0.04903,VulNoneVul.csv,"LogisticRegression(C=0.008824332763861945, max_iter=5000)"
BO,VulNoneVul,binary,logloss,2,120.0,1.5382526357968649,5692,16,2,2846,2846,16,0.04186800838064853,0.04929,VulNoneVul.csv,"LogisticRegression(C=0.01383834192084033, max_iter=5000)"
BO,VulNoneVul,binary,logloss,3,120.0,1.5119767944018045,5692,16,2,2846,2846,16,0.04200894991034835,0.049187,VulNoneVul.csv,"LogisticRegression(C=0.011634332055751609, max_iter=5000)"
BO,VulNoneVul,binary,logloss,4,120.0,1.546620750427246,5692,16,2,2846,2846,16,0.04269157893986909,0.048999,VulNoneVul.csv,"LogisticRegression(C=0.008323529397329235, max_iter=5000)"
BO,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,0,120.0,1.6541338721911112,10000,24,2,5000,5000,24,0.050466594801100606,0.039084,Intersectional.csv,"LogisticRegression(C=1.2190738387640339, max_iter=5000)"
BO,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,1,120.0,1.52163933912913,10000,24,2,5000,5000,24,0.05128583314771833,0.039084,Intersectional.csv,"LogisticRegression(C=1.218862085868058, max_iter=5000)"
BO,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,2,120.0,1.6966046174367269,10000,24,2,5000,5000,24,0.05059047956343654,0.039055,Intersectional.csv,"LogisticRegression(C=1.2767120942191548, max_iter=5000)"
BO,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,3,120.0,1.6041523774464925,10000,24,2,5000,5000,24,0.0515138629761391,0.039177,Intersectional.csv,"LogisticRegression(C=1.0687650637159687, max_iter=5000)"
BO,Intersectional-Bias-Assessment-(Training-Data),binary,logloss,4,120.0,1.630383515357971,10000,24,2,5000,5000,24,0.0513194569442446,0.039144,Intersectional.csv,"LogisticRegression(C=1.1165855234102358, max_iter=5000)"
BO,turing_binary,binary,logloss,0,120.0,1.515416157245636,10000,26,2,5000,5000,26,0.5726534715797215,0.574619,turing.csv,"LogisticRegression(C=0.03772367948984003, max_iter=5000)"
BO,turing_binary,binary,logloss,1,120.0,1.5286699891090394,10000,26,2,5000,5000,26,0.5732904769647258,0.574712,turing.csv,"LogisticRegression(C=0.027482912135914365, max_iter=5000)"
BO,turing_binary,binary,logloss,2,120.0,1.462403957049052,10000,26,2,5000,5000,26,0.5737759847151024,0.574662,turing.csv,"LogisticRegression(C=0.03182512247788798, max_iter=5000)"
BO,turing_binary,binary,logloss,3,120.0,1.5047386725743612,10000,26,2,5000,5000,26,0.573146145922971,0.574623,turing.csv,"LogisticRegression(C=0.03716520574728321, max_iter=5000)"
BO,turing_binary,binary,logloss,4,120.0,1.5005821347236634,10000,26,2,5000,5000,26,0.5735201083689219,0.574649,turing.csv,"LogisticRegression(C=0.033330265441647695, max_iter=5000)"
BO,ECG5000,binary,logloss,0,120.0,1.8760598103205364,4998,140,2,2499,2499,140,0.0405520847291312,0.0441,ECG5000.csv,"LogisticRegression(C=0.060650290860334015, max_iter=5000)"
BO,ECG5000,binary,logloss,1,120.0,1.7914178172747295,4998,140,2,2499,2499,140,0.04150258357837364,0.043542,ECG5000.csv,"LogisticRegression(C=0.07663959331126781, max_iter=5000)"
BO,ECG5000,binary,logloss,2,120.0,1.750701105594635,4998,140,2,2499,2499,140,0.0419885069551073,0.044526,ECG5000.csv,"LogisticRegression(C=0.05165804923084201, max_iter=5000)"
BO,ECG5000,binary,logloss,3,120.0,1.8242305517196655,4998,140,2,2499,2499,140,0.039194029277063974,0.043517,ECG5000.csv,"LogisticRegression(C=0.07754301217037443, max_iter=5000)"
BO,ECG5000,binary,logloss,4,120.0,1.8764280041058858,4998,140,2,2499,2499,140,0.041404148768300356,0.044338,ECG5000.csv,"LogisticRegression(C=0.055342516955244205, max_iter=5000)"
BO,default-of-credit-card-clients,binary,logloss,0,120.0,1.7880954305330912,30000,23,2,15000,15000,23,0.46618276832963346,0.466398,default.csv,"LogisticRegression(C=0.014701805219969449, max_iter=5000)"
BO,default-of-credit-card-clients,binary,logloss,1,120.0,1.8055464307467142,30000,23,2,15000,15000,23,0.46564674059582867,0.466402,default.csv,"LogisticRegression(C=0.020020217067433024, max_iter=5000)"
BO,default-of-credit-card-clients,binary,logloss,2,120.0,1.7707956870396933,30000,23,2,15000,15000,23,0.4660866605585257,0.466398,default.csv,"LogisticRegression(C=0.014123050597681576, max_iter=5000)"
BO,default-of-credit-card-clients,binary,logloss,3,120.0,1.7415380557378133,30000,23,2,15000,15000,23,0.46620521130447934,0.466404,default.csv,"LogisticRegression(C=0.01117490874753204, max_iter=5000)"
BO,default-of-credit-card-clients,binary,logloss,4,120.0,1.7875661492347716,30000,23,2,15000,15000,23,0.46584301533809763,0.466398,default.csv,"LogisticRegression(C=0.015931680029029716, max_iter=5000)"
BO,heloc,binary,logloss,0,120.0,1.6753843267758688,10000,22,2,5000,5000,22,0.5648979758501502,0.572188,heloc.csv,"LogisticRegression(C=0.25598591108943697, max_iter=5000)"
BO,heloc,binary,logloss,1,120.0,1.78650830189387,10000,22,2,5000,5000,22,0.5656308688838512,0.572037,heloc.csv,"LogisticRegression(C=1.795968863374697, max_iter=5000)"
BO,heloc,binary,logloss,2,120.0,1.7527212699254353,10000,22,2,5000,5000,22,0.5654044974296409,0.572058,heloc.csv,"LogisticRegression(C=0.7711659254091587, max_iter=5000)"
BO,heloc,binary,logloss,3,120.0,1.7339061657587687,10000,22,2,5000,5000,22,0.5662096778355444,0.572039,heloc.csv,"LogisticRegression(C=1.1762107070943222, max_iter=5000)"
BO,heloc,binary,logloss,4,120.0,1.7481831669807435,10000,22,2,5000,5000,22,0.5661866458711056,0.572035,heloc.csv,"LogisticRegression(C=1.3333852090103524, max_iter=5000)"
BO,shrutime,binary,logloss,0,120.0,1.5947142243385315,10000,28,2,5000,5000,28,0.3782238061755912,0.37256,shrutime.csv,"LogisticRegression(C=901.0906805882678, max_iter=5000)"
BO,shrutime,binary,logloss,1,120.0,1.6912040829658508,10000,28,2,5000,5000,28,0.3774793955170308,0.372559,shrutime.csv,"LogisticRegression(C=763.4265452541342, max_iter=5000)"
BO,shrutime,binary,logloss,2,120.0,1.6586413860321045,10000,28,2,5000,5000,28,0.37722372416780797,0.372561,shrutime.csv,"LogisticRegression(C=870.796875079032, max_iter=5000)"
BO,shrutime,binary,logloss,3,120.0,1.7447018265724181,10000,28,2,5000,5000,28,0.37718674536587665,0.372559,shrutime.csv,"LogisticRegression(C=628.909194341392, max_iter=5000)"
BO,shrutime,binary,logloss,4,120.0,1.7153696735699973,10000,28,2,5000,5000,28,0.37729856293141456,0.372561,shrutime.csv,"LogisticRegression(C=825.7855843874743, max_iter=5000)"
BO,Insurance,binary,logloss,0,120.0,1.6950774272282918,23548,73,2,11774,11774,73,0.5492570736333119,0.557813,Insurance.csv,"LogisticRegression(C=0.00015143036903168683, max_iter=5000)"
BO,Insurance,binary,logloss,1,120.0,1.485003662109375,23548,73,2,11774,11774,73,0.5492517492797224,0.557821,Insurance.csv,"LogisticRegression(C=1e-05, max_iter=5000)"
BO,Insurance,binary,logloss,2,120.0,1.5521244764328004,23548,73,2,11774,11774,73,0.5491691146322495,0.557821,Insurance.csv,"LogisticRegression(C=1e-05, max_iter=5000)"
BO,Insurance,binary,logloss,3,120.0,1.7357556581497193,23548,73,2,11774,11774,73,0.5491414915466564,0.557932,Insurance.csv,"LogisticRegression(C=0.0012234970303158616, max_iter=5000)"
BO,Insurance,binary,logloss,4,120.0,1.7996601859728496,23548,73,2,11774,11774,73,0.5491973439362896,0.558152,Insurance.csv,"LogisticRegression(C=0.002861308930838584, max_iter=5000)"
BO,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binary,logloss,0,120.0,1.8000575145085653,2400,30,2,1200,1200,30,0.313513533582453,0.293776,Contaminant.csv,"LogisticRegression(C=1.6169725008944955, max_iter=5000)"
BO,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binary,logloss,1,120.0,1.7285265644391379,2400,30,2,1200,1200,30,0.3090363219308868,0.293671,Contaminant.csv,"LogisticRegression(C=2.0621427691966536, max_iter=5000)"
BO,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binary,logloss,2,120.0,1.7540895581245421,2400,30,2,1200,1200,30,0.3110637363792149,0.293679,Contaminant.csv,"LogisticRegression(C=2.1779657905533667, max_iter=5000)"
BO,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binary,logloss,3,120.0,1.8158730705579122,2400,30,2,1200,1200,30,0.32026913697630965,0.293687,Contaminant.csv,"LogisticRegression(C=1.846124676367492, max_iter=5000)"
BO,Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binary,logloss,4,120.0,1.7778266350428262,2400,30,2,1200,1200,30,0.3155318829090069,0.293672,Contaminant.csv,"LogisticRegression(C=2.0073457979155758, max_iter=5000)"
BO,FICO-HELOC-cleaned,binary,logloss,0,120.0,1.6510701735814413,9871,39,2,4935,4936,39,0.542178254677772,0.559022,FICO.csv,"LogisticRegression(C=0.019517246061105237, max_iter=5000)"
BO,FICO-HELOC-cleaned,binary,logloss,1,120.0,1.7398605624834695,9871,39,2,4935,4936,39,0.5410502709683721,0.559005,FICO.csv,"LogisticRegression(C=0.028606099285253078, max_iter=5000)"
BO,FICO-HELOC-cleaned,binary,logloss,2,120.0,1.6312638481458028,9871,39,2,4935,4936,39,0.5423701180088528,0.559015,FICO.csv,"LogisticRegression(C=0.021680226839566996, max_iter=5000)"
BO,FICO-HELOC-cleaned,binary,logloss,3,120.0,1.6252707401911417,9871,39,2,4935,4936,39,0.5426752221925719,0.559009,FICO.csv,"LogisticRegression(C=0.024141923509190907, max_iter=5000)"
BO,FICO-HELOC-cleaned,binary,logloss,4,120.0,1.6566813349723817,9871,39,2,4935,4936,39,0.5424104761371581,0.559028,FICO.csv,"LogisticRegression(C=0.018506472911263738, max_iter=5000)"
BO,COIL2000-train,binary,logloss,0,120.0,1.642548644542694,5822,150,2,2911,2911,150,0.20203171953464,0.210398,COIL2000.csv,"LogisticRegression(C=0.010378029131028884, max_iter=5000)"
BO,COIL2000-train,binary,logloss,1,120.0,1.6149105906486512,5822,150,2,2911,2911,150,0.20317220491256233,0.210359,COIL2000.csv,"LogisticRegression(C=0.010212328929685087, max_iter=5000)"
BO,COIL2000-train,binary,logloss,2,120.0,1.6583647926648457,5822,150,2,2911,2911,150,0.20656077589677352,0.209306,COIL2000.csv,"LogisticRegression(C=0.0060246853922083605, max_iter=5000)"
BO,COIL2000-train,binary,logloss,3,120.0,1.7037808299064636,5822,150,2,2911,2911,150,0.20418933182105317,0.209908,COIL2000.csv,"LogisticRegression(C=0.008355979024914742, max_iter=5000)"
BO,COIL2000-train,binary,logloss,4,120.0,1.5949233969052632,5822,150,2,2911,2911,150,0.2012893710392401,0.210667,COIL2000.csv,"LogisticRegression(C=0.011575877669287919, max_iter=5000)"
BO,Ailerons,regression,MSE/RMSE,0,120.0,30.757301870981852,13750,40,35,6875,6875,40,0.15679367925578783,0.394206,Ailerons.csv,"KernelRidge(alpha=1e-05, gamma=3.227985972676824e-05, kernel='rbf')"
BO,Ailerons,regression,MSE/RMSE,1,120.0,30.783316703637443,13750,40,35,6875,6875,40,0.15666209463079364,0.394583,Ailerons.csv,"KernelRidge(alpha=0.00011002009908021087, gamma=9.605302919382148e-05,
            kernel='rbf')"
BO,Ailerons,regression,MSE/RMSE,2,120.0,31.2249813914299,13750,40,35,6875,6875,40,0.1572222761349576,0.394177,Ailerons.csv,"KernelRidge(alpha=1e-05, gamma=3.143313732440833e-05, kernel='rbf')"
BO,Ailerons,regression,MSE/RMSE,3,120.0,30.743578338623045,13750,40,35,6875,6875,40,0.15757696059288068,0.394315,Ailerons.csv,"KernelRidge(alpha=4.863585080141755e-05, gamma=6.03363102475493e-05,
            kernel='rbf')"
BO,Ailerons,regression,MSE/RMSE,4,120.0,30.58643651008606,13750,40,35,6875,6875,40,0.15593615015722156,0.394388,Ailerons.csv,"KernelRidge(alpha=1.77120726916393e-05, gamma=4.6156148776079404e-05,
            kernel='rbf')"
BO,ailerons,regression,MSE/RMSE,0,120.0,30.776546108722687,13750,40,35,6875,6875,40,0.15679367925578783,0.394206,ailerons.csv,"KernelRidge(alpha=1e-05, gamma=3.227985972676824e-05, kernel='rbf')"
BO,ailerons,regression,MSE/RMSE,1,120.0,30.843345042069753,13750,40,35,6875,6875,40,0.15666209463079364,0.394583,ailerons.csv,"KernelRidge(alpha=0.00011002009908021087, gamma=9.605302919382148e-05,
            kernel='rbf')"
BO,ailerons,regression,MSE/RMSE,2,120.0,31.169290431340535,13750,40,35,6875,6875,40,0.1572222761349576,0.394177,ailerons.csv,"KernelRidge(alpha=1e-05, gamma=3.143313732440833e-05, kernel='rbf')"
BO,ailerons,regression,MSE/RMSE,3,120.0,30.862627867857615,13750,40,35,6875,6875,40,0.15757696059288068,0.394315,ailerons.csv,"KernelRidge(alpha=4.863585080141755e-05, gamma=6.03363102475493e-05,
            kernel='rbf')"
BO,ailerons,regression,MSE/RMSE,4,120.0,30.73212413787842,13750,40,35,6875,6875,40,0.15593615015722156,0.394388,ailerons.csv,"KernelRidge(alpha=1.77120726916393e-05, gamma=4.6156148776079404e-05,
            kernel='rbf')"
BO,naval_propulsion_plant,regression,MSE/RMSE,0,120.0,25.22257375717163,11934,14,51,5967,5967,14,2.934733031706439e-06,0.001452,naval.csv,"KernelRidge(alpha=1.0018710699910929e-05, gamma=1.190712237485989, kernel='rbf')"
BO,naval_propulsion_plant,regression,MSE/RMSE,1,120.0,25.258817009131114,11934,14,51,5967,5967,14,2.9431457537937216e-06,0.001467,naval.csv,"KernelRidge(alpha=1.0003578224991465e-05, gamma=1.0680706176665085,
            kernel='rbf')"
BO,naval_propulsion_plant,regression,MSE/RMSE,2,120.0,25.468083902200064,11934,14,51,5967,5967,14,2.9668204396443323e-06,0.001496,naval.csv,"KernelRidge(alpha=1e-05, gamma=0.8935829368346853, kernel='rbf')"
BO,naval_propulsion_plant,regression,MSE/RMSE,3,120.0,24.57071410814921,11934,14,51,5967,5967,14,3.0124382126959247e-06,0.001509,naval.csv,"KernelRidge(alpha=1e-05, gamma=0.8324524269978212, kernel='rbf')"
BO,naval_propulsion_plant,regression,MSE/RMSE,4,120.0,24.76421310106913,11934,14,51,5967,5967,14,2.96254840642474e-06,0.001472,naval.csv,"KernelRidge(alpha=1.0003594454508771e-05, gamma=1.0300918673406856,
            kernel='rbf')"
BO,elevators,regression,MSE/RMSE,0,120.0,47.33020886182785,16599,18,61,8299,8300,18,0.10139308893147292,0.314524,elevators.csv,"KernelRidge(alpha=0.0029256081049319187, gamma=0.013350937981790734,
            kernel='rbf')"
BO,elevators,regression,MSE/RMSE,1,120.0,47.71154157718023,16599,18,61,8299,8300,18,0.10154859725328222,0.314442,elevators.csv,"KernelRidge(alpha=0.003479845312422194, gamma=0.014162042185240375,
            kernel='rbf')"
BO,elevators,regression,MSE/RMSE,2,120.0,47.16747991243998,16599,18,61,8299,8300,18,0.1013058349022379,0.314763,elevators.csv,"KernelRidge(alpha=0.0022939732971901665, gamma=0.011979870913638965,
            kernel='rbf')"
BO,elevators,regression,MSE/RMSE,3,120.0,47.39314046700795,16599,18,61,8299,8300,18,0.10234337125260176,0.314669,elevators.csv,"KernelRidge(alpha=0.0025394791503631758, gamma=0.012242294286555872,
            kernel='rbf')"
BO,elevators,regression,MSE/RMSE,4,120.0,46.82359096606572,16599,18,61,8299,8300,18,0.1030980930757961,0.314649,elevators.csv,"KernelRidge(alpha=0.0028605863896567613, gamma=0.012147321510698696,
            kernel='rbf')"
BO,fifa,regression,MSE/RMSE,0,120.0,57.43185609579086,18063,5,133,9031,9032,5,0.3804647132417972,0.60251,fifa.csv,"KernelRidge(alpha=0.004254170272322617, gamma=0.04710326977177893, kernel='rbf')"
BO,fifa,regression,MSE/RMSE,1,120.0,56.988335982958475,18063,5,133,9031,9032,5,0.38306605469915656,0.603056,fifa.csv,"KernelRidge(alpha=0.003820051546299429, gamma=0.043637593206151966,
            kernel='rbf')"
BO,fifa,regression,MSE/RMSE,2,120.0,56.88124294281006,18063,5,133,9031,9032,5,0.37808039819248024,0.602936,fifa.csv,"KernelRidge(alpha=0.0069050234797659316, gamma=0.06714643366650172,
            kernel='rbf')"
BO,fifa,regression,MSE/RMSE,3,120.0,57.532993002732596,18063,5,133,9031,9032,5,0.3798841891829654,0.602768,fifa.csv,"KernelRidge(alpha=0.006144682219182547, gamma=0.06385793131581992, kernel='rbf')"
BO,fifa,regression,MSE/RMSE,4,120.0,56.83783356348673,18063,5,133,9031,9032,5,0.3808941930586048,0.602219,fifa.csv,"KernelRidge(alpha=0.009589904404805736, gamma=0.06672827639926905, kernel='rbf')"
BO,avocado_sales,regression,MSE/RMSE,0,120.0,59.74954056739807,18249,67,259,9124,9125,67,0.17371506385554772,0.388653,avocado.csv,"KernelRidge(alpha=0.0012285446201945813, gamma=0.06581680791819573,
            kernel='rbf')"
BO,avocado_sales,regression,MSE/RMSE,1,120.0,59.43761976957321,18249,67,259,9124,9125,67,0.17200147865980536,0.387173,avocado.csv,"KernelRidge(alpha=0.0014208484157985576, gamma=0.07349755838165888,
            kernel='rbf')"
BO,avocado_sales,regression,MSE/RMSE,2,120.0,59.28497804403305,18249,67,259,9124,9125,67,0.16902318765622576,0.3865,avocado.csv,"KernelRidge(alpha=0.0015630553942449358, gamma=0.07832093992792663,
            kernel='rbf')"
BO,avocado_sales,regression,MSE/RMSE,3,120.0,58.09054268995921,18249,67,259,9124,9125,67,0.16705574889927038,0.38568,avocado.csv,"KernelRidge(alpha=0.0014204102975091696, gamma=0.07941990598235936,
            kernel='rbf')"
BO,avocado_sales,regression,MSE/RMSE,4,120.0,58.76038717428843,18249,67,259,9124,9125,67,0.1719228883107987,0.386766,avocado.csv,"KernelRidge(alpha=0.0020204531715088715, gamma=0.08408733758205897,
            kernel='rbf')"
BO,mtp,regression,MSE/RMSE,0,120.0,3.980751880009969,4450,202,800,2225,2225,202,0.5148253630814429,0.731694,mtp.csv,"KernelRidge(alpha=0.002441927911487592, gamma=1e-05, kernel='rbf')"
BO,mtp,regression,MSE/RMSE,1,120.0,3.7165738383928937,4450,202,800,2225,2225,202,0.44863847300176,0.683984,mtp.csv,"KernelRidge(alpha=0.14439562642966927, gamma=0.002658730222262209, kernel='rbf')"
BO,mtp,regression,MSE/RMSE,2,120.0,3.6078134099642436,4450,202,800,2225,2225,202,0.44901284186034995,0.685088,mtp.csv,"KernelRidge(alpha=0.13450102947257545, gamma=0.0021849458150204524,
            kernel='rbf')"
BO,mtp,regression,MSE/RMSE,3,120.0,4.009264810880025,4450,202,800,2225,2225,202,0.45090593970631787,0.68384,mtp.csv,"KernelRidge(alpha=0.14517311965613447, gamma=0.002726524570697241, kernel='rbf')"
BO,mtp,regression,MSE/RMSE,4,120.0,3.562807250022888,4450,202,800,2225,2225,202,0.4632412027919138,0.686996,mtp.csv,"KernelRidge(alpha=0.10627134737248264, gamma=0.0014925922017763205,
            kernel='rbf')"
BO,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,0,120.0,19.774829971790314,10886,47,822,5443,5443,47,0.15683285039972952,0.387421,Kaggle.csv,"KernelRidge(alpha=0.05171873320329441, gamma=0.059728745066865326, kernel='rbf')"
BO,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,1,120.0,19.54505215883255,10886,47,822,5443,5443,47,0.15779897226359277,0.387407,Kaggle.csv,"KernelRidge(alpha=0.05872526944612961, gamma=0.06289187397827672, kernel='rbf')"
BO,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,2,120.0,19.643561879793804,10886,47,822,5443,5443,47,0.15667099410885799,0.38744,Kaggle.csv,"KernelRidge(alpha=0.05353788900577953, gamma=0.05785489654188046, kernel='rbf')"
BO,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,3,120.0,19.287509508927663,10886,47,822,5443,5443,47,0.160317785770488,0.387415,Kaggle.csv,"KernelRidge(alpha=0.05979934640734104, gamma=0.06405328032040569, kernel='rbf')"
BO,Kaggle_bike_sharing_demand_challange,regression,MSE/RMSE,4,120.0,19.611440825462342,10886,47,822,5443,5443,47,0.1607903775577702,0.387625,Kaggle.csv,"KernelRidge(alpha=0.07338789368371129, gamma=0.0744143150189184, kernel='rbf')"
BO,ames_housing,regression,MSE/RMSE,0,120.0,2.319855757554372,2930,354,1032,1465,1465,354,0.06369517644199284,0.388938,ames.csv,"KernelRidge(alpha=0.012935002624265711, gamma=0.0015951159152554348,
            kernel='rbf')"
BO,ames_housing,regression,MSE/RMSE,1,120.0,2.224424739678701,2930,354,1032,1465,1465,354,0.06223124899876705,0.445927,ames.csv,"KernelRidge(alpha=0.0037373439950066107, gamma=0.0007367615868004736,
            kernel='rbf')"
BO,ames_housing,regression,MSE/RMSE,2,120.0,2.294275466601054,2930,354,1032,1465,1465,354,0.0635610893543282,0.46393,ames.csv,"KernelRidge(alpha=0.0024754305170735283, gamma=0.000560171649941673,
            kernel='rbf')"
BO,ames_housing,regression,MSE/RMSE,3,120.0,2.3666738073031106,2930,354,1032,1465,1465,354,0.06623635927187521,0.458541,ames.csv,"KernelRidge(alpha=0.0034104449242171302, gamma=0.0005010465114661957,
            kernel='rbf')"
