optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,selec_feats_thr,best_model_parameters,best_model_probsfeats
HYB,philippine,binary,logloss,2,120.0,14.832598666350046,5832,308,2,2916,2916,74,0.528001,0.546648,philippine.csv,"LogisticRegression(C=1.2252322256126218, max_iter=5000)","['V4', 'V21', 'V31', 'V37', 'V45', 'V47', 'V48', 'V49', 'V58', 'V59', 'V68', 'V73', 'V75', 'V76', 'V78', 'V79', 'V81', 'V85', 'V87', 'V88', 'V90', 'V98', 'V102', 'V104', 'V105', 'V107', 'V109', 'V115', 'V126', 'V140', 'V144', 'V154', 'V156', 'V161', 'V174', 'V175', 'V179', 'V184', 'V188', 'V189', 'V191', 'V192', 'V194', 'V197', 'V200', 'V209', 'V212', 'V213', 'V215', 'V220', 'V222', 'V229', 'V233', 'V234', 'V236', 'V246', 'V253', 'V254', 'V256', 'V268', 'V269', 'V273', 'V278', 'V280', 'V284', 'V285', 'V286', 'V292', 'V294', 'V301', 'V302', 'V305', 'V306', 'V308']",[0.08821841094035043],"[0.008944738989220631 0.0 0.0 0.7759276072760535 0.0 0.05276092931362619
 0.0 0.11619659006649306 0.0 0.0 0.0 0.24319411672124877
 0.13553030523681078 0.05442741841354005 0.2714029100550159
 0.028683364899333416 0.3050466795867316 0.0 0.1420875956579811
 0.11911875557957577 1.0 0.32080315916076907 0.0002711341164726885 0.0 0.0
 0.0 0.0 0.4016807544114914 0.2905659273083494 0.3207008899553292
 0.6521863023161678 0.41156812320543557 0.14023814983039823
 0.08672674096472795 0.04077269917667093 0.37473993305584746
 0.7077910590708336 0.10536455437737026 0.0 0.07571074770922127
 0.23338882438852962 0.12787461063635333 0.06959475983742627
 0.3122866576146173 1.0 0.2085583505390088 0.9532140687575309 1.0 1.0
 0.08068131456225557 0.27738555792062924 0.07428766033357709
 0.0635814142255676 0.4213911949625364 0.06845096851664094
 0.4774297239495411 0.03240500461610553 0.9830548357379751
 0.9637252497594314 0.010442325176488788 0.1635936375886436 0.0 0.0 0.0
 0.0 0.3473906338228583 0.26839624000554696 0.71881931561921 0.0 0.0
 0.09503825206058224 0.3848704703433421 0.9050801238480042 0.3142107258977
 0.6894577922091244 0.5140853649650485 0.0 0.7728625014861954 1.0
 0.3157949212920207 1.0 0.0 0.11073735733124332 0.0 1.0 0.0 1.0
 0.5751911452065991 0.0 1.0 0.06758175061407713 0.0 0.030695220474004036
 0.05395344151271826 0.20505039898935082 0.3228069675410166
 0.18534952983687442 1.0 0.0 0.4521825140493819 0.0 0.7160608764670445
 0.25101926893744003 0.6845478309739004 1.0 0.0 0.8577421916657749 0.0
 0.7960692823152699 0.08077290733428369 0.21574229394199118
 0.4319404238633819 0.0 0.023117122567860256 1.0 0.0 0.042943464750996134
 0.0 0.0 0.46991912747152165 0.04597088810147481 0.0 0.09499020684442681
 0.07584814474662387 0.002381745601925404 1.0 0.0 0.27430430897223695
 0.266785824410535 0.3986605063113662 0.14950370936232485
 0.07192259188618241 0.40900463253808444 0.14708526281078166
 0.11462131202048163 0.2442427883578426 0.24760231189495613
 0.3005459608185428 0.05702111206384068 1.0 0.14757134017093204
 0.31778751340327516 0.22072225144660218 0.6200927585285494
 0.35223521835973176 0.10818964351945018 0.3053434044944955
 0.3279121611204456 0.08041848388546377 0.027650028841410556
 0.3591857810882026 0.024831070325631255 0.2365839300335053 1.0
 0.26641221095091866 0.5269144889857096 0.010928689988796977 0.0
 0.4150762185875438 0.07254714836898705 1.0 0.0 0.4091984206085274
 0.15431874247632302 0.0 0.29594307214129445 0.0 0.005431926558490644
 0.21993016105775065 0.3254624219023268 0.4412223014714746
 0.4971350247309211 0.17872429864249154 0.9884680192433791 1.0
 0.10810207490785878 0.0 0.20618249866259922 0.8728340716686741
 0.15497828282215612 0.47531867871718725 0.45875655291892375 0.0
 0.9707204339845836 0.041073526213415396 0.4004045422280293 0.0 1.0 1.0
 0.21946180176006705 0.6773175027707462 0.8287632000736438
 0.04159144337189919 0.6372726281924455 0.0 0.09030832845049734
 0.5294973191242265 0.284494670056401 0.15400666824482484 1.0
 0.147890831993494 0.0 0.0 0.1906815199008251 0.23289027761685518
 0.464902316344803 0.0 0.0 0.6728456409776167 0.29178987896165165
 0.057637299012132534 0.594150476196585 0.5644363742846988
 0.04343352028301802 1.0 0.4558179947640347 0.3490775782271681
 0.032893349174728484 0.09029925991638407 0.834366930575391
 0.005436223092116034 0.7349277108978604 0.0 0.16327954800968686
 0.3658214088474528 0.31010684329945226 0.0 0.0 0.8121135728851131
 0.18010350967892746 0.0 0.3291420916185971 1.0 1.0 0.0 0.9869124642913221
 0.0 0.12550888252221684 0.019323204553341976 0.10509176887350462 0.0
 0.43808692473519867 0.0 0.031099216865434133 0.16531450313007914 1.0
 0.30233097701441647 0.4888886647147407 0.4098778619701301
 0.04742393153596664 0.21028158301700034 0.0 0.9968599266494182
 0.6277705078210786 0.3179081487069032 0.8711812183150504
 0.47869644777520015 0.385312296251146 0.18707464359774356 0.0
 0.3786037620658737 0.11245138424743362 0.0 0.1560707147169218
 0.025780288618494168 0.09463699602720844 0.2871075219303326 1.0
 0.9432022550561014 0.0 0.2637761181088129 0.0 0.7116328792500165 0.0
 0.3688922567207255 0.024134625066130802 0.2068353605697561 1.0 0.0 1.0
 0.0 0.13013262695476815 0.0 1.0 1.0 0.746287144725239 0.3760026650774345
 0.36371979049901904 0.10541712501213135 0.25963277629386733
 0.2792470268436949 1.0 0.0 0.7291887722997267 0.10110853889271648
 0.1603041336703382 0.19200941441966854 0.0 0.4721784157280373
 0.36575275928623147 0.8111338635943899 0.5084739443177244
 0.09273480884070384 0.0 1.0 1.0 0.2283668069464945 0.9510952962499817]"
HYB,philippine,binary,logloss,3,120.0,10.747632352511088,5832,308,2,2916,2916,68,0.529258,0.533719,philippine.csv,"LogisticRegression(C=1.3031505960135104, max_iter=5000)","['V4', 'V21', 'V23', 'V24', 'V33', 'V34', 'V35', 'V37', 'V43', 'V48', 'V49', 'V51', 'V53', 'V59', 'V71', 'V73', 'V78', 'V79', 'V81', 'V84', 'V85', 'V89', 'V90', 'V91', 'V97', 'V99', 'V103', 'V112', 'V121', 'V125', 'V129', 'V141', 'V153', 'V159', 'V162', 'V168', 'V172', 'V178', 'V180', 'V181', 'V188', 'V190', 'V195', 'V196', 'V200', 'V202', 'V204', 'V211', 'V225', 'V227', 'V230', 'V232', 'V234', 'V235', 'V248', 'V260', 'V264', 'V268', 'V269', 'V270', 'V276', 'V278', 'V280', 'V281', 'V285', 'V292', 'V299', 'V306']",[0.11499460699304022],"[0.004170643442156014 0.0 0.0 0.7025212822511304 0.26312925122854885
 0.4046947360678522 0.2191268485361474 0.0 0.3932063660268452
 0.14338556918916737 0.0 0.4767782861096229 0.13849629910906713
 0.44491910806011975 0.49979737038758865 0.025314277662982124
 0.18720563551956998 0.17089708614861113 0.051624650573188775 0.0
 0.6993259951812573 0.1664334155190416 0.5012825462383131
 0.9380725078812671 0.21826177058078208 0.13153718577357298
 0.16365645478527446 0.0 0.12385341235428891 0.34805220939700626
 0.028046595520633023 0.35927242248701047 0.5104618235577326
 0.5925824528342224 0.5698849041870399 0.1513218047157875
 0.5434407238365732 0.21986396948150633 0.04817137353617464
 0.016676298477949332 0.16336826547480568 0.1681696229008882
 0.7655042626989237 0.0 0.2432061057198902 0.16384176258783587
 0.4998837212221774 1.0 1.0 0.0 0.8225859888467536 0.042489879356281395
 0.8251680828708909 0.0 0.30794135099753656 0.08538997949343757 0.0 0.0
 1.0 0.0 0.11230948868731098 0.0 0.1858518447329403 0.2066786412319458
 0.059464183137349705 0.4738767547195659 0.0 0.46202744879211416 0.0
 0.22524267153434427 1.0 0.3590130534450444 1.0 0.01809168309048991
 0.08738221483564305 0.05000645750455321 0.0011524366468916097 1.0 1.0
 0.33690585986278804 0.9277281702577689 0.08480319854680644 0.0
 0.7127309914700884 1.0 0.1788718033341093 0.02587379196819408
 0.48039068384924644 0.8486737468608185 0.6284000104903876
 0.9111065971156703 0.0 0.0 0.0 0.2592011010378181 0.005616496310127833
 0.5430355174359875 0.33871993456459626 1.0 0.4302868897993462
 0.44234688712514775 0.0 0.5950872097346075 0.3925552971707022 0.0
 0.34844369618829724 0.1383455734573449 0.2386482862474859
 0.32731498092602707 0.0 0.0 0.549439808733772 0.29494098582696093
 0.23222168036248536 0.35494600910300206 0.16093308839448117 0.0 0.0
 0.26567843440214595 0.20137001458521783 0.7494185543544933
 0.16108911631589626 0.02309240912269016 0.0 1.0 0.4549972473772977
 0.030759400849819433 0.03321812132401609 0.8363243410835877
 0.3024486655490561 0.28352527552067824 0.0 0.4793513955560876
 0.17825060498666467 0.0 0.03444129287021766 0.0 0.0 0.1863517441929623
 0.29457827574149387 0.8203329833974213 0.2259183167685306
 0.15638534556467723 0.0 0.4531953985470483 0.0 0.04567487756066206 0.0
 0.4524978395498464 0.4706795887201997 0.39086708946861026
 0.1925776642617298 0.8239821019544099 0.0 0.40814349093273655
 0.42644424252363905 0.08641376853664642 0.1484330820467733
 0.9541771782605657 0.1823927455849412 0.15461329509490027
 0.902766314518427 0.0 0.0 0.16394682022122956 0.05567204936241612
 0.28282531838778835 1.0 0.0 0.4304781394383381 0.38263953066829304
 0.7226679048452034 0.029117091048040614 0.0 0.4851429201851467
 0.04020702195007879 0.37891660341662053 1.0 0.0 0.8569191551969612
 0.8776425176175112 0.011930446223858807 0.1931984938689065 0.0
 0.01747151251584212 0.2444229956314277 0.0 1.0 0.4089862850785781 1.0
 0.2739299612387729 0.09583863785118857 0.0 0.034970486009405416
 0.9906061385000262 0.9669864948377981 0.07494170259925825
 0.10679860861535978 0.3080217458328717 0.8083834548541704
 0.012061492825998754 0.7316119071817523 0.30126318346695735
 0.9144533887866152 0.20013914435994662 0.0 0.08259950435694875 0.0
 0.2126799919284119 0.3973215194457467 1.0 0.30438214240615696
 0.017325485586991464 0.4938362078519535 0.25171503882230395
 0.21567993694425835 0.13087444571972212 0.10915467214807113 0.0
 0.18268296236577544 0.39816122796813924 0.03097313953610963 0.0 0.0
 0.6875426650901562 0.03481842075651782 0.8009495985590243
 0.06059146344798628 0.17403387815939134 0.5897723118220847 0.0
 0.9849211254398976 0.04188971188755485 0.8386392262031612 1.0
 0.02566130417316023 0.0 0.0 0.25248452867150495 0.0 0.1393388208461784
 0.22942189050769826 0.16244378243631608 0.0 0.232006198215177
 0.056920862530045406 0.04100067940944343 0.5010526188879344
 0.01428175666495984 0.0 0.3555402924222933 0.0 0.25597889857215855
 0.2923093403609364 0.0 0.4152698710468608 0.0 0.2907568577481327
 0.05089772103604732 0.6269519018859979 0.14126719375575167
 0.0806146566056211 0.32956507235428895 1.0 0.0 0.3893773806772004
 0.2846007583038092 0.8796163715180959 0.9722659387672338
 0.5006925514852695 0.0 0.07746230568106463 0.01577101897906701 0.0
 0.012046073599945088 0.5922824828567365 0.1342716360489689
 0.7775755916091881 0.08502431438370679 0.5552802553387567
 0.9812571654052774 0.1628024848032074 0.07956006971227196
 0.024733804236024247 0.7168656711897271 0.0 0.286641316221254
 0.18106375334581534 0.0640280798029549 0.013466401480033377
 0.35282146008739135 1.0 0.2517769657042905 0.03409143615517696
 0.13963116237618234 0.0462176541641672 0.21985519531073094
 0.3339756481161742 0.7662079472311689 0.4020786938644657
 0.2312987683069083 0.446818117699378 0.23779367279752478
 0.010426278550059766 0.03203187401762928 1.0 0.0 0.19948429161867715]"
HYB,philippine,binary,logloss,4,120.0,9.41883465051651,5832,308,2,2916,2916,53,0.528046,0.545238,philippine.csv,"LogisticRegression(C=1.2655096736842995, max_iter=5000)","['V9', 'V19', 'V20', 'V24', 'V44', 'V48', 'V49', 'V59', 'V66', 'V71', 'V76', 'V85', 'V90', 'V91', 'V92', 'V96', 'V99', 'V103', 'V122', 'V125', 'V130', 'V132', 'V140', 'V142', 'V154', 'V156', 'V160', 'V161', 'V166', 'V169', 'V174', 'V188', 'V190', 'V220', 'V232', 'V234', 'V248', 'V258', 'V261', 'V264', 'V269', 'V270', 'V272', 'V275', 'V276', 'V280', 'V283', 'V285', 'V286', 'V292', 'V302', 'V306', 'V308']",[0.10226546929802935],"[0.4121500248941351 0.1633383207579922 0.3150779708374559
 0.02258327022476993 0.0 0.1925050558399487 0.19371720643036303 0.0
 0.5371270381632278 0.3846550426273814 0.0361502787413241
 0.00721797937536356 0.43978750223881197 0.0 0.18538891190188267
 0.37819001981331385 0.4900657532016872 0.01540152000647917
 0.590397237898515 0.8102685025673302 0.0 0.000985281991724135
 0.11176939064293176 0.7686210792620636 0.12554070195304784
 0.18347846806085738 0.2449945295892289 0.08387417548464769
 0.28452727527617594 0.1702594459695034 0.1173299011074778 0.0
 0.11320439969495698 0.04763382264299988 0.19881575865235424
 0.0995613451913489 0.1697889606999017 0.02375608863044109
 0.19162030313651868 0.05113629720109253 0.027047612014956368 0.0
 0.23521013214701436 0.8469501320816487 0.2976421714781844
 0.1784808048692702 0.0 1.0 0.7173232677509203 0.12185284625123609
 0.006682198612985701 0.0 0.0 0.3956075538313847 0.0 0.0
 0.22482471570322887 0.38702950768950084 1.0 0.2458793841891886
 0.039527263266613766 0.3395901033096846 0.2760514327766829
 0.20073804115202473 0.00390285005347386 0.503695795739526
 0.20340830650584135 0.2141446651953516 0.0 0.1718200074725605 1.0
 0.48536726937816327 0.3721180136949863 0.08587804929837414
 0.38019278842342963 0.5250513901744956 0.156571429635898
 0.02716756960180588 0.08567183413729805 0.42021284975189843
 0.15756376043167072 0.4993830324279869 0.26860442758472614
 0.3626631526227043 0.5904093986801622 0.0 0.09700407629440304
 0.09204900803576056 0.3840974854788622 1.0 0.5100369903232213
 0.8515146664084744 0.3542045303197803 0.2663118260965016
 0.39090377959289585 0.8842028716743113 0.0 0.014538830020868948
 0.6680612925976487 0.3934974270270747 0.0828057122497481
 0.43829681586847696 0.763806574400947 0.01126689437320877
 0.008214472787161805 0.28764106645203436 0.1717636528997004 0.0
 0.03288119599730627 0.42381930722439237 0.09156045392540199
 0.30952332626413376 0.18147829487188663 0.08107242023864855
 0.3077385964593003 0.45448007177282956 0.05284874519748354
 0.4874102469602238 0.050281671765516116 0.007972495337580564
 0.11112252839388771 1.0 0.4679869104611904 0.15473527593271724
 0.9971065815336684 0.29948603083500136 0.4281129273568154
 0.004661724130666237 0.14415619583662065 1.0 0.20762162145210833
 0.5153518183614112 0.15166615055574523 0.0 0.09503973870536445
 0.13467064900948778 0.19554382630060774 0.3675496991280868
 0.15855312295286603 0.6905283719530824 0.278035625918681
 0.6496597360632812 0.20654316705966122 0.0 0.1837313157252731
 0.05845902526656012 0.12635279306040945 0.11420737200558852 0.0
 0.20945849319248616 0.08323517186701385 0.38701212777225014
 0.013622973528442587 0.6601995512874375 0.010151492297217653
 0.7442927812711763 0.09727582518911643 0.09990529814677003 0.0
 0.5616300124714537 0.6353076927456484 0.07286877261944905
 0.105303759090862 0.0 0.16320457655549855 1.0 0.0032436946758968906
 0.0940595762785935 1.0 0.3143471231612494 0.2650326112379111
 0.24127824373411083 0.0 0.8322902965814204 0.47110835018503694
 0.13983103475918857 0.09565549007166248 0.4664891056017869
 0.0778022451900612 0.00013243698468064314 0.0 0.0 0.28263429804909734
 0.2992669227686872 0.14997679627692412 1.2149123716328072e-05
 0.13062803618748067 0.5565637560387122 0.14610216250791386
 0.7866388625734234 0.28672587583796605 0.1790224756708561
 0.05884725703055385 0.3267287873872971 0.0 0.0 0.16433546597871268
 0.4625553258604128 0.0 0.3553240673477667 0.0832881891122285 0.0
 0.029262433180328715 0.14638923885851732 0.015690270376575798 0.0
 0.11820464235584249 0.44094844833478714 0.0 0.39782718993473776
 0.4956597113307387 0.13388714815655914 0.0 0.47544780594875935
 0.020085086937353086 0.45522374601497784 0.0 0.2625772280601207
 0.12934101615203802 0.630451937043796 0.4050116626393308
 0.03248053944553878 0.0 0.15825268935749937 0.20906038794958132
 0.22078226981763915 0.3225092924430904 0.21670297616170386 0.0 0.0
 0.13447704417022668 0.9855430525460465 0.10683451759177473
 0.9358428051903523 0.09200567002714581 0.24757270194750833 0.0
 0.16161421968159478 0.0 0.030932766654033793 0.031834183610796415
 0.4792910206316525 0.2841047944087783 0.0 0.3495323193087027
 0.34421460110317537 0.4090281678278819 1.0 0.05270687712876435
 0.20818022689607685 0.0 0.20504759037728443 0.0 0.016090995449120724 0.0
 0.02830081579441382 0.335105461597678 0.5364588363008858
 0.25645103431096017 0.4212865657635165 0.9369215421506394 0.0
 0.08616009725562702 1.0 0.004532830879141905 0.3027690635030867 0.0 0.0
 0.942676141909645 0.9558943455636625 0.08516694993515703
 0.8885272284486918 0.03741259460358949 0.27642721242070545
 0.9126886129863095 0.7178528593073012 0.17413679468008758
 0.16961020756151518 0.38103042886881033 0.9210714493487944
 0.18347223105022634 0.0 0.9105128328604248 0.14066375623668148 1.0
 0.7099618640411357 0.0 0.16948928492820586 0.017162951648536734
 0.004878150353204799 0.12885095344994166 0.7279227309000171
 0.1275960126302918 0.2863701147179902 0.10178607874795886
 0.2771831338301444 0.3024576891744876 0.17120286343235466 0.0
 0.08923650654850897 0.06872619262890853 0.9956810545530685
 0.1524625607070375 0.04399149966314034 0.27828952978172716 1.0
 0.18169589318095336 0.9995155790265342]"
HYB,test_dataset,binary,logloss,0,120.0,2.1728338956832887,15547,60,2,7773,7774,41,0.44636,0.457892,test.csv,"LogisticRegression(C=967.9129157589531, max_iter=5000)","['V3', 'V4', 'V5', 'V6', 'V7', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V18', 'V19', 'V20', 'V22', 'V23', 'V24', 'V25', 'V27', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33', 'V36', 'V37', 'V39', 'V40', 'V43', 'V45', 'V46', 'V47', 'V51', 'V52', 'V53', 'V56', 'V57', 'V59', 'V60', 'V61']",[2.9858362850907696],"[0.07846006224932514 1.0 0.8001772061821568 0.7927524285975783 1.0 1.0 0.0
 0.3396078707982558 1.0 1.0 0.9861661542995318 1.0 0.5876473047979879
 0.7876699761302203 0.022919417978327968 0.0 0.6497033612406407 1.0 1.0
 0.46077110416579337 0.7277503471795528 0.8991033304039768 1.0
 0.7932095684149837 0.0 0.9649668385642469 1.0 1.0 0.9159328439249812
 0.5005745243938657 1.0 0.8940589265773999 0.0 0.33759963716843544 1.0
 0.9839407793230842 0.2350132519930779 0.9261679094058558 1.0 0.0
 0.4890068228067074 0.8592836952235902 0.38723590467449764 1.0
 0.8742564933854936 1.0 0.0 0.025762300353714428 0.4332566794252436 1.0
 1.0 1.0 0.0676582080311538 0.1638161940238338 0.9859061404279633
 0.9984695077039455 0.0 1.0 1.0 0.9586601588271455]"
HYB,test_dataset,binary,logloss,1,120.0,1.0989357550938925,15547,60,2,7773,7774,46,0.447595,0.456364,test.csv,"LogisticRegression(C=30.247462111563532, max_iter=5000)","['V3', 'V4', 'V5', 'V6', 'V9', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V19', 'V20', 'V21', 'V22', 'V23', 'V24', 'V25', 'V26', 'V27', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33', 'V35', 'V36', 'V37', 'V38', 'V39', 'V40', 'V43', 'V45', 'V46', 'V48', 'V51', 'V53', 'V54', 'V55', 'V56', 'V57', 'V58', 'V59', 'V60', 'V61']",[1.4806889413957087],"[0.0 0.9603461404592784 1.0 1.0 0.5533954110288196 0.0425619377834792
 0.36239235651305024 1.0 0.0 0.8666317841211447 0.734147341028691 1.0 1.0
 0.5291800592049113 0.5059417321689333 0.3511929435472138
 0.4845065615316686 0.7735918513254554 0.558124146925245
 0.6018828056755988 0.6579270579437206 1.0 1.0 1.0 1.0 1.0 1.0
 0.6504733844741138 0.6836516969726267 1.0 0.9048887707738192
 0.7206092071128147 0.47529033598433457 1.0 0.8786512468387954 1.0 1.0
 0.7017571448044049 1.0 0.20930599059716876 0.0 1.0 0.0 1.0 1.0
 0.3543093597183779 1.0 0.23119591003193937 0.4012744936697195 1.0
 0.2799314275512722 0.7038647281803988 1.0 1.0 1.0 1.0 1.0
 0.9286531509215386 1.0 0.6588369365598834]"
HYB,test_dataset,binary,logloss,2,120.0,1.6745460549990336,15547,60,2,7773,7774,46,0.447451,0.458553,test.csv,"LogisticRegression(C=737.2241214447097, max_iter=5000)","['V2', 'V3', 'V5', 'V6', 'V7', 'V9', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20', 'V21', 'V23', 'V25', 'V26', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33', 'V34', 'V35', 'V36', 'V37', 'V38', 'V39', 'V40', 'V41', 'V42', 'V43', 'V44', 'V45', 'V49', 'V52', 'V53', 'V54', 'V56', 'V57', 'V58', 'V59', 'V61']",[2.8675995365835942],"[1.0 0.6493430825272161 0.22830688843256475 1.0 1.0 0.6003564958198706
 0.407658240656918 0.9563376309554917 0.19275709077476116
 0.04412417529813609 1.0 1.0 0.5270343204071193 1.0 1.0 0.8837044602685057
 0.7331395200338883 1.0 1.0 0.6554209881390958 0.23786978675309828
 0.85584410653116 0.4970416809403697 1.0 0.9514697422422728 0.0
 0.9019679013400156 0.6443585995396586 0.6520562919079804 1.0
 0.5977586920985176 0.5890121026599988 0.7678558654372482
 0.9818174799691972 1.0 0.7565936356194463 0.799281947757033
 0.7070607275097217 0.6478619128003478 1.0 0.9495280098372982
 0.5189279765446289 1.0 0.983705206884406 0.36056823137877475
 0.38672515544212394 0.08150832011486817 0.866449610131146
 0.4232396159824769 0.1821134995513395 1.0 0.8922503348663383 1.0
 0.21603147977858267 1.0 0.6355916794596312 0.5192021719064577 1.0
 0.08137601905693917 1.0]"
HYB,test_dataset,binary,logloss,3,120.0,1.9979350368181865,15547,60,2,7773,7774,44,0.44656,0.456928,test.csv,"LogisticRegression(C=0.036447026952363897, max_iter=5000)","['V3', 'V4', 'V5', 'V6', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V19', 'V20', 'V21', 'V22', 'V23', 'V25', 'V26', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33', 'V34', 'V35', 'V36', 'V37', 'V38', 'V39', 'V40', 'V41', 'V42', 'V46', 'V47', 'V49', 'V52', 'V53', 'V55', 'V56', 'V57', 'V59', 'V60', 'V61']",[-1.4383378920604974],"[0.0 1.0 1.0 0.7234238404865192 1.0 0.023083474402271684
 0.021025255869530253 1.0 1.0 1.0 1.0 1.0 1.0 0.9410174983908768
 0.318762572964695 0.1232499107120613 0.0 1.0 0.7865658479241132
 0.6553042874061467 1.0 0.674243435184776 0.0 1.0 0.8132146295982344 0.0
 0.519407344829045 1.0 1.0 1.0 1.0 1.0 0.9468387112184998 1.0
 0.6018900632621097 0.8122969290343431 1.0 0.9455663507157241 1.0
 0.7480780764039285 0.9644148595340432 0.0 0.08505727795410323 0.0 1.0
 0.7835766009489735 0.0 1.0 0.12125538969205524 0.0015377233930001372 1.0
 1.0 0.0 1.0 1.0 0.7372137189147691 0.0 1.0 1.0 0.9600580465450682]"
HYB,test_dataset,binary,logloss,4,120.0,1.5505127390225728,15547,60,2,7773,7774,40,0.446979,0.458131,test.csv,"LogisticRegression(C=97.1090875021514, max_iter=5000)","['V2', 'V3', 'V4', 'V5', 'V6', 'V8', 'V10', 'V11', 'V12', 'V13', 'V14', 'V17', 'V19', 'V20', 'V22', 'V23', 'V24', 'V25', 'V27', 'V28', 'V29', 'V30', 'V31', 'V33', 'V34', 'V36', 'V37', 'V39', 'V40', 'V42', 'V43', 'V46', 'V49', 'V51', 'V52', 'V56', 'V57', 'V58', 'V60', 'V61']",[1.9872598732382658],"[1.0 1.0 1.0 0.8549860474256988 0.9978963535099946 0.15941867322929837
 0.7970948282570176 0.4910311438326058 0.7296425229335254 1.0
 0.8852287197639457 1.0 1.0 0.09912622221482319 0.0 1.0 0.1884876967824614
 1.0 0.831412563721399 0.03297750451552006 1.0 0.8839693650490568 1.0 1.0
 0.4855900766729758 0.8594092650258295 1.0 0.6641911375192635
 0.9819828465077722 1.0 0.25750976694085237 0.7371852825407257
 0.7729034150482023 0.24308217797748188 1.0 0.5574984937495447 0.0 1.0 1.0
 0.3716216554464871 1.0 0.9409257486081851 0.25289733352318766 0.0
 0.7475727050672123 0.0 0.0 0.7649424820097042 0.14737286476005057 1.0 1.0
 0.0 0.0 0.01710023020762957 0.8295353668747529 1.0 1.0
 0.32143523419595155 0.9783464396606982 1.0]"
HYB,compas-two-years,binary,logloss,0,120.0,0.5944694677988688,5278,19,2,2639,2639,8,0.6142,0.607735,compas.csv,"LogisticRegression(C=0.15355098902625092, max_iter=5000)","['sex_0', 'age', 'juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count', 'age_cat_25-45_0', 'c_charge_degree_M']",[-0.8137473819088972],"[0.7382829600459383 0.038525360355298244 1.0 0.834508014201832
 0.6963014904830318 0.8179604809967422 1.0 0.9300716631234238 0.0 0.0 0.0
 0.12368873352558875 0.0 0.0 0.4110353502930462 0.060589635843026325 0.0
 0.26251102971279083 1.0]"
HYB,compas-two-years,binary,logloss,1,120.0,0.5180504123369852,5278,19,2,2639,2639,9,0.614197,0.607776,compas.csv,"LogisticRegression(C=0.12794236657782576, max_iter=5000)","['sex_0', 'age', 'juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count', 'age_cat_25-45_0', 'age_cat_25-45_1', 'c_charge_degree_M']",[-0.8929856203045198],"[1.0 0.49502632180964723 1.0 1.0 0.5065204588365748 0.9449341537207665 1.0
 0.8229585694835656 0.5341987757049116 0.28367333039293974
 0.055316914508166 0.13581636593941984 0.0 0.20686607456629436
 0.4996768274490557 0.3549490098064376 0.0 0.4571326669246748 1.0]"
HYB,compas-two-years,binary,logloss,2,120.0,0.6473998904228211,5278,19,2,2639,2639,7,0.614219,0.607313,compas.csv,"LogisticRegression(C=0.1384039930873136, max_iter=5000)","['sex_0', 'age', 'juv_misd_count', 'juv_other_count', 'priors_count', 'age_cat_25-45_0', 'c_charge_degree_F']",[-0.8588513798881519],"[1.0 0.010384618043952965 0.9896051590541605 0.0 0.5705854117503812 1.0
 1.0 1.0 0.11623075401031893 0.34562435870108577 0.0 0.2278015889972116
 0.22149257868467132 0.16808245320053702 0.0 0.16902779722636949 0.0 1.0
 0.039099940194363435]"
HYB,compas-two-years,binary,logloss,3,120.0,0.5062731981277466,5278,19,2,2639,2639,8,0.614236,0.607281,compas.csv,"LogisticRegression(C=0.2642727579493265, max_iter=5000)","['sex_0', 'sex_1', 'age', 'juv_misd_count', 'juv_other_count', 'priors_count', 'age_cat_25-45_1', 'c_charge_degree_F']",[-0.5779476029751909],"[0.8148943595535494 1.0 1.0 0.05847433865961604 0.6777083849745343 1.0 1.0
 0.12270913295198821 0.590943137440197 0.070319403019409
 0.32271334707722066 0.3076107136500006 0.16460442456602847
 0.27397452367597136 0.0 0.03471558808299976 0.06026758826226203
 0.9087672833224136 0.0]"
HYB,compas-two-years,binary,logloss,4,120.0,0.5704035600026448,5278,19,2,2639,2639,8,0.614214,0.607708,compas.csv,"LogisticRegression(C=0.27742881772706396, max_iter=5000)","['sex_1', 'age', 'juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count', 'age_cat_25-45_1', 'c_charge_degree_M']",[-0.5568484288798603],"[0.0 1.0 1.0 0.8435944453640325 0.9514716150812295 1.0 1.0
 0.4717447032181661 0.5177983346001584 0.0 0.0 0.36235731714011427 0.0
 0.2325140541466976 0.22481097347764034 0.3490590344086379 0.0 0.0 1.0]"
